"row_id","derivation_id","target_path","target_locator","target_field","target_value","purpose","artifact_or_object_refs","file_origin_class","support_ref_type","support_ref_id","support_locator_or_decision","parent_derivation_id","claim_ref","claim_provenance_class","support_level","transformation_type","transformation_or_tension","d_refs","rl_refs","r_refs","f_refs","a_refs","m_level_refs","effect_on_M6","limits","source_verification_status","decision_approval_status","approval_refs","materialization_status","materialization_refs","reviewed_at_utc"
"ROW-DL-ORC-02-ATOM-11-03","DL-ORC-02-ATOM-11","oracles/S02.expected.json","/frozen_before_implementation","frozen_before_implementation","true","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-RP-012","PROVENANCE.json#decisions/T03-RP-012","DL-ORC-02","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S02.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-02-ATOM-12-01","DL-ORC-02-ATOM-12","oracles/S02.expected.json","/oracle_class","oracle_class","""synthetic_conformance_oracle""","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-BL-006","PROVENANCE.json#decisions/T03-BL-006","DL-ORC-02","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S02.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-02-ATOM-12-02","DL-ORC-02-ATOM-12","oracles/S02.expected.json","/oracle_class","oracle_class","""synthetic_conformance_oracle""","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-QA-011","PROVENANCE.json#decisions/T03-QA-011","DL-ORC-02","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S02.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-02-ATOM-12-03","DL-ORC-02-ATOM-12","oracles/S02.expected.json","/oracle_class","oracle_class","""synthetic_conformance_oracle""","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-RP-012","PROVENANCE.json#decisions/T03-RP-012","DL-ORC-02","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S02.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-02-ATOM-13-01","DL-ORC-02-ATOM-13","oracles/S02.expected.json","/oracle_id","oracle_id","""S02.expected""","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-BL-006","PROVENANCE.json#decisions/T03-BL-006","DL-ORC-02","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S02.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-02-ATOM-13-02","DL-ORC-02-ATOM-13","oracles/S02.expected.json","/oracle_id","oracle_id","""S02.expected""","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-QA-011","PROVENANCE.json#decisions/T03-QA-011","DL-ORC-02","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S02.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-02-ATOM-13-03","DL-ORC-02-ATOM-13","oracles/S02.expected.json","/oracle_id","oracle_id","""S02.expected""","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-RP-012","PROVENANCE.json#decisions/T03-RP-012","DL-ORC-02","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S02.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-02-ATOM-14-01","DL-ORC-02-ATOM-14","oracles/S02.expected.json","/provenance_refs","provenance_refs","[""T03-BL-006"",""T03-QA-011"",""T03-RP-012""]","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-BL-006","PROVENANCE.json#decisions/T03-BL-006","DL-ORC-02","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S02.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-02-ATOM-14-02","DL-ORC-02-ATOM-14","oracles/S02.expected.json","/provenance_refs","provenance_refs","[""T03-BL-006"",""T03-QA-011"",""T03-RP-012""]","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-QA-011","PROVENANCE.json#decisions/T03-QA-011","DL-ORC-02","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S02.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-02-ATOM-14-03","DL-ORC-02-ATOM-14","oracles/S02.expected.json","/provenance_refs","provenance_refs","[""T03-BL-006"",""T03-QA-011"",""T03-RP-012""]","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-RP-012","PROVENANCE.json#decisions/T03-RP-012","DL-ORC-02","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S02.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-02-ATOM-15-01","DL-ORC-02-ATOM-15","oracles/S02.expected.json","/scenario_id","scenario_id","""S02""","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-BL-006","PROVENANCE.json#decisions/T03-BL-006","DL-ORC-02","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S02.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-02-ATOM-15-02","DL-ORC-02-ATOM-15","oracles/S02.expected.json","/scenario_id","scenario_id","""S02""","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-QA-011","PROVENANCE.json#decisions/T03-QA-011","DL-ORC-02","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S02.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-02-ATOM-15-03","DL-ORC-02-ATOM-15","oracles/S02.expected.json","/scenario_id","scenario_id","""S02""","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-RP-012","PROVENANCE.json#decisions/T03-RP-012","DL-ORC-02","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S02.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-02-ATOM-16-01","DL-ORC-02-ATOM-16","oracles/S02.expected.json","/scenario_ref","scenario_ref","""scenarios/S02.json""","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-BL-006","PROVENANCE.json#decisions/T03-BL-006","DL-ORC-02","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S02.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-02-ATOM-16-02","DL-ORC-02-ATOM-16","oracles/S02.expected.json","/scenario_ref","scenario_ref","""scenarios/S02.json""","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-QA-011","PROVENANCE.json#decisions/T03-QA-011","DL-ORC-02","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S02.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-02-ATOM-16-03","DL-ORC-02-ATOM-16","oracles/S02.expected.json","/scenario_ref","scenario_ref","""scenarios/S02.json""","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-RP-012","PROVENANCE.json#decisions/T03-RP-012","DL-ORC-02","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S02.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-02-ATOM-17-01","DL-ORC-02-ATOM-17","oracles/S02.expected.json","/schema_version","schema_version","""1.0.0""","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-BL-006","PROVENANCE.json#decisions/T03-BL-006","DL-ORC-02","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S02.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-02-ATOM-17-02","DL-ORC-02-ATOM-17","oracles/S02.expected.json","/schema_version","schema_version","""1.0.0""","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-QA-011","PROVENANCE.json#decisions/T03-QA-011","DL-ORC-02","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S02.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-02-ATOM-17-03","DL-ORC-02-ATOM-17","oracles/S02.expected.json","/schema_version","schema_version","""1.0.0""","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-RP-012","PROVENANCE.json#decisions/T03-RP-012","DL-ORC-02","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S02.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-03-01","DL-ORC-03","oracles/S03.expected.json","/$schema","$schema","""../schemas/oracle.schema.json""","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-BL-006","PROVENANCE.json#decisions/T03-BL-006","DL-SCN-03","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S03.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-03-02","DL-ORC-03","oracles/S03.expected.json","/$schema","$schema","""../schemas/oracle.schema.json""","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-QA-011","PROVENANCE.json#decisions/T03-QA-011","DL-SCN-03","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S03.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-03-03","DL-ORC-03","oracles/S03.expected.json","/$schema","$schema","""../schemas/oracle.schema.json""","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-RP-012","PROVENANCE.json#decisions/T03-RP-012","DL-SCN-03","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S03.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-03-ATOM-01-01","DL-ORC-03-ATOM-01","oracles/S03.expected.json","/calculation_basis","calculation_basis","{""decimal_profile"":""IFM6-DEC-v1"",""formula"":""coping_potential_out = clamp(coping_potential_in * (1 - lambda * z), 0, 1)"",""lambda"":""0.3"",""source_of_truth"":""PROVENANCE.json#decisions/T03-BL-006/oracle_payload_policy/document_contract/scenario_semantics""}","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-BL-006","PROVENANCE.json#decisions/T03-BL-006","DL-ORC-03","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S03.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-03-ATOM-01-02","DL-ORC-03-ATOM-01","oracles/S03.expected.json","/calculation_basis","calculation_basis","{""decimal_profile"":""IFM6-DEC-v1"",""formula"":""coping_potential_out = clamp(coping_potential_in * (1 - lambda * z), 0, 1)"",""lambda"":""0.3"",""source_of_truth"":""PROVENANCE.json#decisions/T03-BL-006/oracle_payload_policy/document_contract/scenario_semantics""}","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-QA-011","PROVENANCE.json#decisions/T03-QA-011","DL-ORC-03","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S03.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-03-ATOM-01-03","DL-ORC-03-ATOM-01","oracles/S03.expected.json","/calculation_basis","calculation_basis","{""decimal_profile"":""IFM6-DEC-v1"",""formula"":""coping_potential_out = clamp(coping_potential_in * (1 - lambda * z), 0, 1)"",""lambda"":""0.3"",""source_of_truth"":""PROVENANCE.json#decisions/T03-BL-006/oracle_payload_policy/document_contract/scenario_semantics""}","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-RP-012","PROVENANCE.json#decisions/T03-RP-012","DL-ORC-03","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S03.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-03-ATOM-02-01","DL-ORC-03-ATOM-02","oracles/S03.expected.json","/empirical_support","empirical_support","""none""","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-BL-006","PROVENANCE.json#decisions/T03-BL-006","DL-ORC-03","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S03.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-03-ATOM-02-02","DL-ORC-03-ATOM-02","oracles/S03.expected.json","/empirical_support","empirical_support","""none""","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-QA-011","PROVENANCE.json#decisions/T03-QA-011","DL-ORC-03","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S03.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-03-ATOM-02-03","DL-ORC-03-ATOM-02","oracles/S03.expected.json","/empirical_support","empirical_support","""none""","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-RP-012","PROVENANCE.json#decisions/T03-RP-012","DL-ORC-03","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S03.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-03-ATOM-03-01","DL-ORC-03-ATOM-03","oracles/S03.expected.json","/expected/classification","expected.classification","{""attempted"":false}","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-BL-006","PROVENANCE.json#decisions/T03-BL-006","DL-ORC-03","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S03.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-03-ATOM-03-02","DL-ORC-03-ATOM-03","oracles/S03.expected.json","/expected/classification","expected.classification","{""attempted"":false}","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-QA-011","PROVENANCE.json#decisions/T03-QA-011","DL-ORC-03","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S03.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-03-ATOM-03-03","DL-ORC-03-ATOM-03","oracles/S03.expected.json","/expected/classification","expected.classification","{""attempted"":false}","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-RP-012","PROVENANCE.json#decisions/T03-RP-012","DL-ORC-03","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S03.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-03-ATOM-04-01","DL-ORC-03-ATOM-04","oracles/S03.expected.json","/expected/diagnostics","expected.diagnostics","[]","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-BL-006","PROVENANCE.json#decisions/T03-BL-006","DL-ORC-03","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S03.expected.json","2026-09-04T18:36:13Z"
"ROW-DL-ORC-03-ATOM-04-02","DL-ORC-03-ATOM-04","oracles/S03.expected.json","/expected/diagnostics","expected.diagnostics","[]","Congelar por átomos un oráculo independiente previo a la implementación.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-QA-011","PROVENANCE.json#decisions/T03-QA-011","DL-ORC-03","LIM-EVIDENCE-001","generated_for_doctoral_instance","direct","engineering_decision","Registro atómico; la unión de las hojas se materializa sólo en la ruta canónica y el ledger nunca funciona como entrada de implementación.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-BL-006|T03-QA-011|T03-RP-012","materialized_t03","oracles/S03.expected.json","2026-09-04T18:36:13Z"
